-1.957851913631318205e-02	1.276746676921900644e+03
-1.944357342149174300e-02	1.278789711295372172e+03
-1.930864524234454649e-02	1.280517826899318834e+03
-1.917373447492819183e-02	1.281964138232571713e+03
-1.903884099536238758e-02	1.283158989903771499e+03
-1.890396467982946929e-02	1.284130247446643580e+03
-1.876910540457394846e-02	1.284903547074546623e+03
-1.863426304590205113e-02	1.285502510448843623e+03
-1.849943748018124945e-02	1.285948929633373382e+03
-1.836462858383982460e-02	1.286262926650244026e+03
-1.822983623336637757e-02	1.286463091414588007e+03
-1.809506030530940238e-02	1.286566601286857576e+03
-1.796030067627679694e-02	1.286589325023603578e+03
-1.782555722293544670e-02	1.286545913517526287e+03
-1.769082982201071463e-02	1.286449879383542338e+03
-1.755611835028604226e-02	1.286313667160377918e+03
-1.742142268460244656e-02	1.286148715649179394e+03
-1.728674270185808978e-02	1.285965513695628715e+03
-1.715207827900781801e-02	1.285773650534985563e+03
-1.701742929306271010e-02	1.285581861656197361e+03
-1.688279562108962323e-02	1.285398070998312960e+03
-1.674817714021072448e-02	1.285229430167118608e+03
-1.661357372760306414e-02	1.285082355249870261e+03
-1.647898526049810380e-02	1.284962561709334068e+03
-1.634441161618126193e-02	1.284875097753463024e+03
-1.620985267199148011e-02	1.284824376502622954e+03
-1.607530830532075128e-02	1.284814207211206622e+03
-1.594077839361368598e-02	1.284847825743768453e+03
-1.580626281436704750e-02	1.284927924456675555e+03
-1.567176144512931121e-02	1.285056681593945996e+03
-1.553727416350020318e-02	1.285235790269805193e+03
-1.540280084713027166e-02	1.285466487079961098e+03
-1.526834137372041350e-02	1.285749580358122557e+03
-1.513389562102144051e-02	1.286085478073420063e+03
-1.499946346683363012e-02	1.286474215347626341e+03
-1.486504478900626917e-02	1.286915481558051624e+03
-1.473063946543721331e-02	1.287408646982250730e+03
-1.459624737407244112e-02	1.287952788933889451e+03
-1.446186839290559967e-02	1.288546717334904770e+03
-1.432750239997757080e-02	1.289188999667125699e+03
-1.419314927337600278e-02	1.289877985246475191e+03
-1.405880889123489220e-02	1.290611828764477423e+03
-1.392448113173411911e-02	1.291388513044744286e+03
-1.379016587309900635e-02	1.292205870966177372e+03
-1.365586299359987724e-02	1.293061606509551666e+03
-1.352157237155161319e-02	1.293953314889731701e+03
-1.338729388531320619e-02	1.294878501741826540e+03
-1.325302741328730771e-02	1.295834601335915522e+03
-1.311877283391980897e-02	1.296818993801458873e+03
-1.298453002569936558e-02	1.297829021348970173e+03
-1.285029886715698122e-02	1.298862003482881846e+03
-1.271607923686555314e-02	1.299915251205675304e+03
-1.258187101343943327e-02	1.300986080219180167e+03
-1.244767407553398243e-02	1.302071823134430360e+03
-1.231348830184513660e-02	1.303169840706513469e+03
-1.217931357110896284e-02	1.304277532115471786e+03
-1.204514976210120658e-02	1.305392344318424421e+03
-1.191099675363687521e-02	1.306511780501723706e+03
-1.177685442456977670e-02	1.307633407665086906e+03
-1.164272265379208589e-02	1.308754863372283125e+03
-1.150860132023391082e-02	1.309873861705102627e+03
